caso_id,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,caso_fecha_hecho,caso_hora_hecho,caso_cantidad_autores_identificados,caso_cantidad_autores_no_identificados,caso_cantidad_menores_involucrados_identificados,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
F-1033842,F-2,CABA,F-87,Fiscalía Federal Nro. 6 de la Capital Federal,2018-10-03,s/d,s/d,0,,0,F-1010,Estafa procesal,SI,Estafa y otras defraudaciones,2019-08-21
F-1033842,F-2,CABA,F-87,Fiscalía Federal Nro. 6 de la Capital Federal,2018-10-03,s/d,s/d,0,,0,F-430,Falsificación documento privado,NO,Falsificación,2019-08-21
F-1034213,F-2,CABA,F-114,Fiscalía Nacional en lo Penal Económico Nro. 2,2018-02-06,2013-01-01,s/d,0,,0,F-2439,Evasión tributaria simple (26.735),NO,Evasión,2019-08-21
F-1034219,F-2,CABA,F-116,Fiscalía Nacional en lo Penal Económico Nro. 4,2018-03-20,s/d,s/d,2,,0,F-844,Actos y omisiones cambiarias ilegítimas,NO,Sin clasificar,2019-08-21
F-1035841,F-4,Córdoba,F-146,Fiscalía Federal Nro. 1 de Córdoba,2018-06-18,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1036713,F-2,CABA,F-116,Fiscalía Nacional en lo Penal Económico Nro. 4,2018-08-01,2011-12-01,s/d,0,,0,F-2448,Evasion agravada de recursos de la seguridad social en razon del monto (Ley 26.735),NO,Evasión,2019-08-21
F-1037184,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-03,s/d,s/d,0,,0,F-344,Cohecho pasivo,NO,Sin clasificar,2019-08-21
F-1037379,F-12,Resistencia,F-209,Fiscalía Federal de Resistencia,2018-04-16,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1037904,F-16,San Martín,F-247,Fiscalía Federal Nro. 2 de Morón,2018-05-07,s/d,s/d,0,,0,F-130,Amenazas,NO,Amenazas,2019-08-21
F-1038017,F-7,La Plata,F-173,Fiscalía Federal Nro. 3 de La Plata,2018-06-27,s/d,s/d,0,,0,F-2117,Interrupción o entorpecimiento de comunicaciones,NO,Sin clasificar,2019-08-21
F-1038366,F-2,CABA,F-119,Fiscalía Nacional en lo Penal Económico Nro. 7,2018-08-07,2011-09-02,s/d,0,,0,F-2439,Evasión tributaria simple (26.735),NO,Evasión,2019-08-21
F-1038608,F-13,Rosario,F-219,Fiscalía Federal Nro. 1 de Santa Fe,2018-04-13,s/d,s/d,0,,0,F-2470,Trata de personas mayores de 18 años,NO,Trata de persona,2019-08-21
F-1038704,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-02-01,s/d,s/d,0,,0,F-2470,Trata de personas mayores de 18 años,NO,Trata de persona,2019-08-21
F-1039806,F-16,San Martín,F-241,Fiscalía Federal de Primera Instancia de 3 de Febrero (Ley Nº 25.012 del 29/09/98),2018-02-22,s/d,s/d,0,,0,F-2126,Malversación de caudales públicos,NO,Sin clasificar,2019-08-21
F-1040451,F-2,CABA,F-386,Fiscalía Nacional en lo Penal Económico Nro. 9,2018-06-12,2012-06-18,s/d,0,,0,F-421,Libramiento de cheque sin fondo,NO,Sin clasificar,2019-08-21
F-1040646,F-2,CABA,F-98,Fiscalía Federal Nro. 12 de la Capital Federal,2018-03-12,s/d,s/d,0,,0,F-160,Robo,NO,Robo,2019-08-21
F-1040972,F-2,CABA,F-387,Fiscalía Nacional en lo Penal Económico Nro. 10,2018-04-24,2014-09-30,s/d,0,,0,F-2439,Evasión tributaria simple (26.735),NO,Evasión,2019-08-21
F-1043050,F-2,CABA,F-105,Fiscalía Federal Nro. 8 de la Capital Federal,2018-05-28,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1043330,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-02-28,s/d,s/d,0,,0,F-431,Falsificación documento destin.a acreditar ident.,NO,Falsificación,2019-08-21
F-1044225,F-16,San Martín,F-247,Fiscalía Federal Nro. 2 de Morón,2018-10-26,s/d,s/d,0,,0,F-631,Comercio de producto con marca registrada falsificada,NO,Falsificación,2019-08-21
F-1044669,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-02-21,s/d,s/d,0,,0,F-259,Envenenamiento o adult.de aguas medic. o alimentos,NO,Sin clasificar,2019-08-21
F-1045271,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-02-05,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1045300,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-12-10,s/d,s/d,0,,0,F-2471,"Trata de personas agravada por engaño, fraude, violencia, amenaza o cualquier otro medio de intimidación o coerción",SI,Trata de persona,2019-08-21
F-104558,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-09-05,s/d,s/d,0,,0,F-190,Defraudación contra la administración publica,NO,Estafa y otras defraudaciones,2019-08-21
F-1046032,F-13,Rosario,F-218,Fiscalía Federal Nro. 1 de Rosario,2018-08-28,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1047089,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-09-27,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1047369,F-2,CABA,F-104,Fiscalía Federal Nro. 7 de la Capital Federal,2018-04-24,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1047369,F-2,CABA,F-104,Fiscalía Federal Nro. 7 de la Capital Federal,2018-04-24,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1047369,F-2,CABA,F-104,Fiscalía Federal Nro. 7 de la Capital Federal,2018-04-24,s/d,s/d,0,,0,F-407,Uso de documento adulterado o falso,NO,Falsificación,2019-08-21
F-1047806,F-16,San Martín,F-249,Fiscalía Federal en lo Criminal y Correccional Nro. 2 de San Martín,2018-02-28,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1048531,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-04-23,2009-04-04,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1049063,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-09-27,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1050411,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-09-11,s/d,s/d,0,,0,F-631,Comercio de producto con marca registrada falsificada,NO,Falsificación,2019-08-21
F-1051046,F-2,CABA,F-118,Fiscalía Nacional en lo Penal Económico Nro. 6,2018-03-22,s/d,s/d,0,,0,F-2440,Evasion tributaria agravada en razon del monto (26.735),NO,Evasión,2019-08-21
F-1051181,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-08-02,s/d,s/d,0,,0,F-714,Comercio o tenencia para comercio de estupefacientes,NO,Estupefacientes,2019-08-21
F-1052185,F-13,Rosario,F-218,Fiscalía Federal Nro. 1 de Rosario,2018-02-20,2000-11-01,s/d,0,,0,F-2453,Simulación dolosa de pago (Ley 26.735),NO,Sin clasificar,2019-08-21
F-1052357,F-17,Tucumán,F-257,Fiscalía Federal de Primera Instancia de Santiago del Estero,2018-05-31,s/d,s/d,0,,0,F-2470,Trata de personas mayores de 18 años,NO,Trata de persona,2019-08-21
F-1052802,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-08-15,s/d,s/d,0,,0,F-190,Defraudación contra la administración publica,NO,Estafa y otras defraudaciones,2019-08-21
F-1052802,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-08-15,s/d,s/d,0,,0,F-333,Abuso de autoridad y viol. deb.func.publ.,NO,Abuso de autoridad,2019-08-21
F-1053232,F-8,Mar del Plata,F-184,Fiscalía Federal Nro. 2 de Mar del Plata,2018-04-17,2016-01-23,s/d,0,,0,F-714,Comercio o tenencia para comercio de estupefacientes,NO,Estupefacientes,2019-08-21
F-1053396,F-7,La Plata,F-172,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-06-11,s/d,s/d,0,,0,F-276,Asociación ilícita,NO,Asociación ilícita,2019-08-21
F-1053396,F-7,La Plata,F-172,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-06-11,s/d,s/d,0,,0,F-175,Defraudación en la calidad de las cosas,NO,Estafa y otras defraudaciones,2019-08-21
F-1053400,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-10-01,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1055488,F-8,Mar del Plata,F-180,Fiscalía Federal de Azul con asiento en Tandil,2018-05-28,s/d,s/d,0,,0,F-2446,Apropiación indebida de tributos (Ley 26.735),NO,Sin clasificar,2019-08-21
F-1055716,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-06-07,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1055905,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-01-16,s/d,s/d,0,,0,F-2142,Tenencia de estupefacientes para consumo personal,NO,Estupefacientes,2019-08-21
F-1057138,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-09-05,s/d,s/d,0,,0,F-2126,Malversación de caudales públicos,NO,Sin clasificar,2019-08-21
F-1057171,F-16,San Martín,F-242,Fiscalía Federal de Campana,2018-07-11,s/d,s/d,1,,0,F-631,Comercio de producto con marca registrada falsificada,NO,Falsificación,2019-08-21
F-1057241,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-07-11,s/d,s/d,0,,0,F-2454,Alteración dolosa de registros (Ley 26.735),NO,Sin clasificar,2019-08-21
F-1058349,F-2,CABA,F-106,Fiscalía Nº 9 en lo Criminal y Correccional Federal,2018-06-15,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1058495,F-2,CABA,F-117,Fiscalía Nacional en lo Penal Económico Nro. 5,2018-08-13,s/d,s/d,0,,0,F-174,Estafa,SI,Estafa y otras defraudaciones,2019-08-21
F-1059195,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-11-28,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1059270,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-12-04,s/d,s/d,1,,0,F-2242,Secuestro extorsivo agravado por lesiones graves ó gravísimas,NO,Sin clasificar,2019-08-21
F-1059315,F-11,Posadas,F-204,Fiscalía Federal de Primera Instancia en lo Criminal y Correccional de Posadas,2018-05-14,s/d,s/d,0,,0,F-2149,Encubrimiento de contrabando,NO,Contrabando,2019-08-21
F-1059351,F-11,Posadas,F-204,Fiscalía Federal de Primera Instancia en lo Criminal y Correccional de Posadas,2018-05-31,s/d,s/d,0,,0,F-2149,Encubrimiento de contrabando,NO,Contrabando,2019-08-21
F-1060057,F-4,Córdoba,F-147,Fiscalía Federal Nro. 2 de Córdoba,2018-12-19,2017-01-01,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1061272,F-16,San Martín,F-244,Fiscalía Federal de Primera Instancia de San Isidro,2018-09-26,s/d,s/d,0,,0,F-2091,Falsificación de moneda de curso legal,NO,Falsificación,2019-08-21
F-1061967,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-04-16,s/d,s/d,0,,0,F-2318,NO DELITO PENAL,NO,Sin informar,2019-08-21
F-1062071,F-2,CABA,F-387,Fiscalía Nacional en lo Penal Económico Nro. 10,2018-02-05,s/d,s/d,0,,0,F-174,Estafa,SI,Estafa y otras defraudaciones,2019-08-21
F-1062071,F-2,CABA,F-387,Fiscalía Nacional en lo Penal Económico Nro. 10,2018-02-05,s/d,s/d,0,,0,F-421,Libramiento de cheque sin fondo,NO,Sin clasificar,2019-08-21
F-1062254,F-7,La Plata,F-172,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-04-23,2013-01-01,s/d,0,,0,F-190,Defraudación contra la administración publica,NO,Estafa y otras defraudaciones,2019-08-21
F-1063171,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-03-19,s/d,s/d,0,,0,F-279,Intimidación publica,NO,Intimidación pública,2019-08-21
F-1063282,F-12,Resistencia,F-209,Fiscalía Federal de Resistencia,2018-02-06,s/d,s/d,0,,0,,,,Sin informar,2019-08-21
F-1063679,F-2,CABA,F-388,Fiscalía Nacional en lo Penal Económico Nro. 11,2018-09-11,s/d,s/d,0,,0,F-1981,Actos u omisiones que impidan o dificulten el servicio aduanero,NO,Sin clasificar,2019-08-21
F-1064155,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-06-28,s/d,s/d,1,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1064281,F-2,CABA,F-114,Fiscalía Nacional en lo Penal Económico Nro. 2,2018-04-10,s/d,s/d,2,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1064281,F-2,CABA,F-114,Fiscalía Nacional en lo Penal Económico Nro. 2,2018-04-10,s/d,s/d,2,,0,F-177,Defraudación mediante documentos,NO,Estafa y otras defraudaciones,2019-08-21
F-106434,F-2,CABA,F-118,Fiscalía Nacional en lo Penal Económico Nro. 6,2018-12-20,s/d,s/d,0,,0,F-2174,Encubrimiento agravado por ánimo de lucro,NO,Encubrimiento,2019-08-21
F-1064369,F-12,Resistencia,F-210,Fiscalía Federal de Primera Instancia de Roque Saenz Peña (Ley 21.188 del 6/11/75),2018-02-06,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1064496,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-03-07,s/d,s/d,0,,0,F-163,Robo con armas,NO,Robo,2019-08-21
F-1065443,F-8,Mar del Plata,F-183,Fiscalía Federal Nro. 1 de Mar del Plata,2018-04-12,s/d,s/d,0,,0,F-2440,Evasion tributaria agravada en razon del monto (26.735),NO,Evasión,2019-08-21
F-1065596,F-2,CABA,F-105,Fiscalía Federal Nro. 8 de la Capital Federal,2018-08-17,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1065690,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-05-02,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1066571,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-05-30,s/d,s/d,0,,0,F-190,Defraudación contra la administración publica,NO,Estafa y otras defraudaciones,2019-08-21
F-1066821,F-2,CABA,F-105,Fiscalía Federal Nro. 8 de la Capital Federal,2018-03-12,s/d,s/d,1,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1067312,F-2,CABA,F-116,Fiscalía Nacional en lo Penal Económico Nro. 4,2018-10-04,2015-01-01,s/d,0,,0,F-2443,Evasion tributaria agravada por la utilización de facturas falsas (Ley 26.735),NO,Evasión,2019-08-21
F-1067379,F-13,Rosario,F-219,Fiscalía Federal Nro. 1 de Santa Fe,2018-10-10,s/d,s/d,0,,0,F-361,Enriquecimiento ilícito,NO,Enriquecimiento ilícito,2019-08-21
F-1067431,F-13,Rosario,F-217,Fiscalía Federal de San Nicolás,2018-04-23,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1068370,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-03-22,s/d,s/d,0,,0,F-2082,Defraudación mediante tarjeta de crédito/debito,NO,Estafa y otras defraudaciones,2019-08-21
F-1068716,F-4,Córdoba,F-147,Fiscalía Federal Nro. 2 de Córdoba,2018-07-03,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1069364,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-01-15,s/d,s/d,0,,0,F-407,Uso de documento adulterado o falso,NO,Falsificación,2019-08-21
F-1069883,F-4,Córdoba,F-148,Fiscalía Federal Nro. 3 de Córdoba,2018-04-17,s/d,s/d,0,,0,F-174,Estafa,SI,Estafa y otras defraudaciones,2019-08-21
F-1069965,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-05-29,s/d,s/d,0,,0,F-319,Resistencia o desobediencia a funcionario publico,NO,Resistencia o desobediencia a un funcionario público,2019-08-21
F-1070162,F-10,Paraná,F-197,Fiscalía Federal de Concepción del Uruguay,2018-08-02,s/d,s/d,0,,0,F-1992,Contrabando agravado empleando medio de transporte aéreo,NO,Contrabando,2019-08-21
F-1070358,F-2,CABA,F-386,Fiscalía Nacional en lo Penal Económico Nro. 9,2018-09-06,s/d,s/d,1,,0,F-2079,"Contrabando de armas, sust químicas y explosivos",SI,Contrabando,2019-08-21
F-1070400,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-11-08,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1070594,F-16,San Martín,F-245,Fiscalía Federal Nro. 1 de Morón,2018-11-02,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1070941,F-17,Tucumán,F-256,Fiscalía Federal de Catamarca,2018-05-11,s/d,s/d,0,,0,F-361,Enriquecimiento ilícito,NO,Enriquecimiento ilícito,2019-08-21
F-1071473,F-2,CABA,F-105,Fiscalía Federal Nro. 8 de la Capital Federal,2018-03-19,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1071558,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-06-06,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1071602,F-2,CABA,F-103,Fiscalía Federal Nro. 6 de la Capital Federal,2018-05-02,s/d,s/d,0,,0,F-2318,NO DELITO PENAL,NO,Sin informar,2019-08-21
F-1072063,F-2,CABA,F-98,Fiscalía Federal Nro. 12 de la Capital Federal,2018-03-15,s/d,s/d,0,,0,F-41,Disparo de arma de fuego,NO,Sin clasificar,2019-08-21
F-1072388,F-11,Posadas,F-203,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-07-25,s/d,s/d,0,,0,F-138,Violación de secretos,NO,Sin clasificar,2019-08-21
F-1072389,F-2,CABA,F-100,Fiscalía Nº 3 en lo Criminal y Correccional Federal,2018-04-05,s/d,s/d,1,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1072790,F-2,CABA,F-113,Fiscalía Nacional en lo Penal Económico Nro. 1,2018-07-11,s/d,s/d,0,,0,F-2168,Contrabando simple,NO,Contrabando,2019-08-21
F-1073751,F-18,Jurisdicción UFI,F-341,Unidad Fiscal para la Investigación de Delitos contra el Medio Ambiente - UFIMA,2018-09-07,s/d,s/d,0,,0,,,,Sin informar,2019-08-21
F-1073934,F-12,Resistencia,F-212,Fiscalía Federal Nro. 2 de Formosa,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-08-21
F-1074083,F-1,Bahía Blanca,F-127,Fiscalía Federal Nro. 2 de Bahía Blanca,2018-07-10,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1074316,F-13,Rosario,F-217,Fiscalía Federal de San Nicolás,2018-08-01,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1074521,F-8,Mar del Plata,F-184,Fiscalía Federal Nro. 2 de Mar del Plata,2018-04-16,2017-01-02,s/d,0,,0,F-690,Promoción o incitación de discriminación,NO,Sin clasificar,2019-08-21
F-1074730,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-08-01,s/d,s/d,0,,0,F-431,Falsificación documento destin.a acreditar ident.,NO,Falsificación,2019-08-21
F-1074844,F-13,Rosario,F-218,Fiscalía Federal Nro. 1 de Rosario,2018-12-26,s/d,s/d,1,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1075202,F-13,Rosario,F-220,Fiscalía Federal Nro. 2 de Rosario,2018-07-04,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1076458,F-4,Córdoba,F-143,Fiscalía Federal de Rio Cuarto,2018-06-18,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1076740,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-02-01,s/d,s/d,0,,0,F-430,Falsificación documento privado,NO,Falsificación,2019-08-21
F-1076773,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-05-07,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1076773,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-05-07,s/d,s/d,0,,0,F-2082,Defraudación mediante tarjeta de crédito/debito,NO,Estafa y otras defraudaciones,2019-08-21
F-1077154,F-2,CABA,F-103,Fiscalía Federal Nro. 6 de la Capital Federal,2018-02-27,s/d,s/d,0,,0,F-214,Daños,NO,Daños,2019-08-21
F-1078470,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-06-18,s/d,s/d,0,,0,F-2250,Vista no penal (competencia amplia),NO,Sin informar,2019-08-21
F-1079854,F-13,Rosario,F-218,Fiscalía Federal Nro. 1 de Rosario,2018-03-01,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1080270,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-04-12,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1080464,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-01-11,s/d,s/d,0,,0,F-2174,Encubrimiento agravado por ánimo de lucro,NO,Encubrimiento,2019-08-21
F-1081842,F-2,CABA,F-106,Fiscalía Nº 9 en lo Criminal y Correccional Federal,2018-01-03,s/d,s/d,0,,0,F-183,Defraudación por estelionato,NO,Estafa y otras defraudaciones,2019-08-21
F-1082080,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-05-11,s/d,s/d,0,,0,F-2320,Amenazas coactivas,NO,Amenazas,2019-08-21
F-1082262,F-2,CABA,F-116,Fiscalía Nacional en lo Penal Económico Nro. 4,2018-03-22,s/d,s/d,0,,0,F-2082,Defraudación mediante tarjeta de crédito/debito,NO,Estafa y otras defraudaciones,2019-08-21
F-1082749,F-4,Córdoba,F-146,Fiscalía Federal Nro. 1 de Córdoba,2018-10-24,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1082808,F-13,Rosario,F-218,Fiscalía Federal Nro. 1 de Rosario,2018-08-22,s/d,s/d,0,,0,F-714,Comercio o tenencia para comercio de estupefacientes,NO,Estupefacientes,2019-08-21
F-1082836,F-2,CABA,F-100,Fiscalía Nº 3 en lo Criminal y Correccional Federal,2018-02-27,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1082895,F-16,San Martín,F-241,Fiscalía Federal de Primera Instancia de 3 de Febrero (Ley Nº 25.012 del 29/09/98),2018-05-21,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1083033,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-10-12,s/d,s/d,0,,0,F-2149,Encubrimiento de contrabando,NO,Contrabando,2019-08-21
F-1083059,F-17,Tucumán,F-257,Fiscalía Federal de Primera Instancia de Santiago del Estero,2018-07-11,s/d,s/d,0,,0,F-628,Emisión/falsificación de marca registrada,NO,Falsificación,2019-08-21
F-1083455,F-2,CABA,F-104,Fiscalía Federal Nro. 7 de la Capital Federal,2018-03-22,s/d,s/d,0,,0,F-2072,Alteración numero telefónico o equipo de telefonía,NO,Sin clasificar,2019-08-21
F-1083600,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-03-19,s/d,s/d,0,,0,F-2174,Encubrimiento agravado por ánimo de lucro,NO,Encubrimiento,2019-08-21
F-1083907,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-02-23,s/d,s/d,1,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1083989,F-6,General Roca,F-374,Fiscalía Federal Nro. 2 de Neuquén,2018-02-14,s/d,s/d,0,,0,F-124,Omisión del deber de vigilancia del funcionario,NO,Sin clasificar,2019-08-21
F-1084681,F-2,CABA,F-113,Fiscalía Nacional en lo Penal Económico Nro. 1,2018-04-25,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1084968,F-11,Posadas,F-204,Fiscalía Federal de Primera Instancia en lo Criminal y Correccional de Posadas,2018-05-11,s/d,s/d,0,,0,F-2149,Encubrimiento de contrabando,NO,Contrabando,2019-08-21
F-1085159,F-2,CABA,F-106,Fiscalía Nº 9 en lo Criminal y Correccional Federal,2018-09-06,s/d,s/d,1,,0,F-1975,"Adulteración, supresión o duplicación de número o grabado en arma de fuego",NO,Sin clasificar,2019-08-21
F-1085159,F-2,CABA,F-106,Fiscalía Nº 9 en lo Criminal y Correccional Federal,2018-09-06,s/d,s/d,1,,0,F-2336,Encubrimiento de delito precedente,NO,Encubrimiento,2019-08-21
F-1085841,F-7,La Plata,F-173,Fiscalía Federal Nro. 3 de La Plata,2018-03-15,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1085963,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-03-02,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1086225,F-2,CABA,F-103,Fiscalía Federal Nro. 6 de la Capital Federal,2018-02-14,s/d,s/d,0,,0,F-171,SECUESTRO EXTORSIVO,NO,Sin clasificar,2019-08-21
F-1087057,F-3,Comodoro Rivadavia,F-136,Fiscalía Federal de Ushuaia,2018-06-18,2012-01-01,s/d,0,,0,F-2338,"Convertir, transferir, administrar, vender, gravar, disimular o de cualquier modo poner en circulaciónen el mercado bienes provenientes de un ilícito penal",NO,Sin clasificar,2019-08-21
F-1087499,F-16,San Martín,F-249,Fiscalía Federal en lo Criminal y Correccional Nro. 2 de San Martín,2018-04-19,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
